drive,engine,exterior,fuel,interior,location,make,mileage,model,modification,mpg,name,price,transmission,url,vin,year
,,White,,Cafe Latte,"Libertyville, IL",Nissan,"32,275",Maxima,3.5 SV,,2014 Nissan Maxima,"$15,694",,https://www.truecar.com/used-cars-for-sale/listing/1N4AA5AP8EC479550/2014-nissan-maxima/,1N4AA5AP8EC479550,2014
,,Deep Blue Pearl,,Charcoal,"Hoffman Estates, IL",Nissan,"13,583",Sentra,SV CVT,,2017 Nissan Sentra,"$15,490",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8HY241960/2017-nissan-sentra/,3N1AB7AP8HY241960,2017
,,Blue,,Black/Charcoal,"MADISON, WI",Mazda,"131,830",Mazda3,5dr Wagon s Manual,,2006 Mazda Mazda3,"$4,900",,https://www.truecar.com/used-cars-for-sale/listing/JM1BK143961436846/2006-mazda-mazda3/,JM1BK143961436846,2006
,,Blue,,Black,"MADISON, WI",Mazda,"43,755",Mazda6,Grand Touring Automatic,,2016 Mazda Mazda6,"$19,577",,https://www.truecar.com/used-cars-for-sale/listing/JM1GJ1W52G1412090/2016-mazda-mazda6/,JM1GJ1W52G1412090,2016
,,Silver,,Black,"Madison, WI",Mazda,"57,104",Mazda2,Sport automatic,,2013 Mazda Mazda2,"$8,601",,https://www.truecar.com/used-cars-for-sale/listing/JM1DE1KY4D0161680/2013-mazda-mazda2/,JM1DE1KY4D0161680,2013
,,Gray,,Gray,"West Allis, WI",Kia,"53,918",Sedona,4dr Wagon EX,,2012 Kia Sedona,"$11,998",,https://www.truecar.com/used-cars-for-sale/listing/KNDMH4C76C6442731/2012-kia-sedona/,KNDMH4C76C6442731,2012
,,Ironman Silver Metallic,,Gray,"Rockford, IL",Hyundai,"30,903",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,072",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE2HU208175/2017-hyundai-accent/?zipcode=61109,KMHCT4AE2HU208175,2017
,,Century White,,Gray,"Rockford, IL",Hyundai,"26,192",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,472",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE4HU214561/2017-hyundai-accent/?zipcode=61109,KMHCT4AE4HU214561,2017
,,Vitamin C Pearl,,Black,"Rockford, IL",Hyundai,"24,001",Accent,SE Hatchback Automatic,,2017 Hyundai Accent,"$11,672",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT5AE9HU315987/2017-hyundai-accent/?zipcode=61109,KMHCT5AE9HU315987,2017
,,Aspen White,,Charcoal,"Bristol, WI",Nissan,"23,211",Sentra,SV CVT,,2017 Nissan Sentra,"$14,566",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP0HY220410/2017-nissan-sentra/,3N1AB7AP0HY220410,2017
,,Black,,Charcoal,"Libertyville, IL",Nissan,"39,367",Altima,2.5 SV,,2015 Nissan Altima,"$14,691",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP2FC133199/2015-nissan-altima/,1N4AL3AP2FC133199,2015
,,Brilliant Silver,,Black,"Arlington Heights, IL",Nissan,25,Sentra,SR Automatic,,2014 Nissan Sentra,"$13,395",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP4EY331019/2014-nissan-sentra/,3N1AB7AP4EY331019,2014
,,Silver,,Other,"Machesney Park, IL",Mazda,"23,739",Mazda3,Sport Automatic,,2017 Mazda Mazda3 4-Door,"$14,999",,https://www.truecar.com/used-cars-for-sale/listing/3MZBN1U75HM102567/2017-mazda-mazda3-4-door/,3MZBN1U75HM102567,2017
,,Gray,,,"Rockford, IL",Mazda,"138,438",Mazda3,4dr Sedan Auto i Touring,,2010 Mazda Mazda3,"$6,000",,https://www.truecar.com/used-cars-for-sale/listing/JM1BL1SF1A1253878/2010-mazda-mazda3/,JM1BL1SF1A1253878,2010
,,Dark Titanium Metallic,,Dark Flint Gray,"Rockford, IL",Mazda,"93,525",Tribute,2.3L Auto i,,2006 Mazda Tribute,"$5,000",,https://www.truecar.com/used-cars-for-sale/listing/4F2YZ02Z66KM08715/2006-mazda-tribute/,4F2YZ02Z66KM08715,2006
,,Boston Red Metallic,,Gray,"Rockford, IL",Hyundai,"26,635",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,472",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE3HU176563/2017-hyundai-accent/?zipcode=61109,KMHCT4AE3HU176563,2017
,,Triathlon Gray Metallic,,Gray,"Rockford, IL",Hyundai,"23,099",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE8HU217821/2017-hyundai-accent/?zipcode=61109,KMHCT4AE8HU217821,2017
,,Boston Red Metallic,,Gray,"Rockford, IL",Hyundai,"23,181",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AEXHU235365/2017-hyundai-accent/?zipcode=61109,KMHCT4AEXHU235365,2017
,,Brilliant Silver Metallic,,Charcoal,"Arlington Heights, IL",Nissan,"4,943",Altima,2dr Coupe I4 CVT 2.5 S,,2012 Nissan Altima,"$14,595",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL2EP0CC153631/2012-nissan-altima/,1N4AL2EP0CC153631,2012
,,Platinum Graphite,,Black,"Waukesha, WI",Nissan,"53,473",Rogue,S AWD,,2015 Nissan Rogue Select,"$13,977",,https://www.truecar.com/used-cars-for-sale/listing/JN8AS5MV5FW751395/2015-nissan-rogue-select/,JN8AS5MV5FW751395,2015
,,Pacific Blue Pearl,,Gray,"Rockford, IL",Hyundai,"22,260",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE3HU212431/2017-hyundai-accent/?zipcode=61109,KMHCT4AE3HU212431,2017
,,Gold,,Beige,"Madison, WI",Mazda,"179,982",Mazda6,5dr Wagon s Auto,,2005 Mazda Mazda6,"$3,635",,https://www.truecar.com/used-cars-for-sale/listing/1YVHP82D755M67420/2005-mazda-mazda6/,1YVHP82D755M67420,2005
,,Silver,,Black,"MADISON, WI",Mazda,"41,226",CX-5,Touring AWD Automatic,,2016 Mazda CX-5,"$19,577",,https://www.truecar.com/used-cars-for-sale/listing/JM3KE4CY1G0737874/2016-mazda-cx-5/,JM3KE4CY1G0737874,2016
,,Silver,,Blond,"Greenfield, WI",Nissan,"83,207",Altima,4dr Sedan I4 CVT 2.5 SL,,2012 Nissan Altima,"$9,550",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL2AP2CC128610/2012-nissan-altima/,1N4AL2AP2CC128610,2012
,,Metallic Blue,,,"Waukesha, WI",Nissan,"26,432",Sentra,SR Automatic,,2014 Nissan Sentra,"$14,786",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP5EY330347/2014-nissan-sentra/,3N1AB7AP5EY330347,2014
,,Black,,Charcoal,"Gurnee, IL",Nissan,"42,213",Sentra,S Automatic,,2015 Nissan Sentra,"$11,814",,https://www.truecar.com/used-cars-for-sale/listing/3N1AB7AP8FL659185/2015-nissan-sentra/,3N1AB7AP8FL659185,2015
,,Pacific Blue Pearl,,Black,"Rockford, IL",Hyundai,"28,284",Accent,SE Hatchback Automatic,,2017 Hyundai Accent,"$11,272",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT5AE8HU313020/2017-hyundai-accent/?zipcode=61109,KMHCT5AE8HU313020,2017
,,Ironman Silver Metallic,,Gray,"Rockford, IL",Hyundai,"30,903",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,072",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE2HU208175/2017-hyundai-accent/?zipcode=61109,KMHCT4AE2HU208175,2017
,,Silver,,Gray,"Mt Pleasant, WI",Hyundai,"37,529",Sonata,Limited,,2015 Hyundai Sonata,"$16,490",,https://www.truecar.com/used-cars-for-sale/listing/5NPE34AF0FH078510/2015-hyundai-sonata/,5NPE34AF0FH078510,2015
,,Crystal Black Pearl,,Ebony,"Hoffman Estates, IL",Acura,"3,810",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,639",,https://www.truecar.com/used-cars-for-sale/listing/5J8YD4H52HL001791/2017-acura-mdx/,5J8YD4H52HL001791,2017
,,Cerulean Blue Metallic,,Parchment,"Madison, WI",Lexus,"89,934",ES,4dr Sedan,,2011 Lexus ES 350,"$13,395",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG8B2425650/2011-lexus-es-350/,JTHBK1EG8B2425650,2011
,,Gray,,Black,"Streamwood, IL",Nissan,"33,304",Altima,2.5 SL,,2014 Nissan Altima,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP1EC329472/2014-nissan-altima/,1N4AL3AP1EC329472,2014
,,Gray,,Black,"Waukegan, IL",Nissan,"51,345",Altima,2.5,,2016 Nissan Altima,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/1N4AL3AP7GC229671/2016-nissan-altima/,1N4AL3AP7GC229671,2016
,,Century White,,Gray,"Rockford, IL",Hyundai,"26,192",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,472",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE4HU214561/2017-hyundai-accent/?zipcode=61109,KMHCT4AE4HU214561,2017
,,Gray,,Gray,"Madison, WI",Hyundai,"94,044",Sonata,4dr Sedan 2.0 Auto SE,,2012 Hyundai Sonata,"$9,927",,https://www.truecar.com/used-cars-for-sale/listing/5NPEC4AB5CH415956/2012-hyundai-sonata/,5NPEC4AB5CH415956,2012
,,Ironman Silver Metallic,,Gray,"Brookfield, WI",Hyundai,"23,476",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AEXHU216783/2017-hyundai-accent/?zipcode=53005,KMHCT4AEXHU216783,2017
,,White Diamond Pearl,,Parchment,"Hoffman Estates, IL",Acura,"3,919",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,639",,https://www.truecar.com/used-cars-for-sale/listing/5J8YD4H53HL001833/2017-acura-mdx/,5J8YD4H53HL001833,2017
,,Crystal Black Pearl,,Ebony,"Hoffman Estates, IL",Acura,"4,032",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,639",,https://www.truecar.com/used-cars-for-sale/listing/5J8YD4H55HL001803/2017-acura-mdx/,5J8YD4H55HL001803,2017
,,Lunar Silver Metallic,,Ebony,"Hoffman Estates, IL",Acura,"13,305",MDX,SH-AWD with Technology,,2017 Acura MDX,"$42,929",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H58HB022810/2017-acura-mdx/,5FRYD4H58HB022810,2017
,,Tungsten Metallic,,Cashmere,"Madison, WI",Lexus,"119,199",ES,4dr Sedan,,2007 Lexus ES 350,"$9,789",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G172098101/2007-lexus-es-350/,JTHBJ46G172098101,2007
,,Nebula Gray Pearl,,Black,"Madison, WI",Lexus,"50,419",ES,Sedan,,2014 Lexus ES 350,"$20,995",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1GG4E2138596/2014-lexus-es-350/,JTHBK1GG4E2138596,2014
,,Silver,,Gray,"Rockford, IL",Lexus,"95,542",ES,4dr Sedan,,2008 Lexus ES 350,"$8,995",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G582177336/2008-lexus-es-350/,JTHBJ46G582177336,2008
,,White,,,"Madison, WI",Hyundai,"8,981",Accent,SE Sedan Manual,,2016 Hyundai Accent,"$11,538",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE7GU079669/2016-hyundai-accent/,KMHCT4AE7GU079669,2016
,,Vitamin C Pearl,,Black,"Rockford, IL",Hyundai,"24,001",Accent,SE Hatchback Automatic,,2017 Hyundai Accent,"$11,672",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT5AE9HU315987/2017-hyundai-accent/?zipcode=61109,KMHCT5AE9HU315987,2017
,,Black,,Tan,"Kenosha, WI",Hyundai,"43,914",Elantra,SE Automatic,,2017 Hyundai Elantra,"$13,995",,https://www.truecar.com/used-cars-for-sale/listing/5NPD74LF0HH099776/2017-hyundai-elantra/,5NPD74LF0HH099776,2017
,,White Diamond Pearl,,Parchment,"Palatine, IL",Acura,60,MDX,SH-AWD,,2017 Acura MDX,"$42,998",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H33HB012538/2017-acura-mdx/,5FRYD4H33HB012538,2017
,,Black Copper Pearl,,Parchment,"Hoffman Estates, IL",Acura,"4,956",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,639",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H53HB042429/2017-acura-mdx/,5FRYD4H53HB042429,2017
,,Crystal Black Pearl,,Parchment,"Hoffman Estates, IL",Acura,"4,963",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,639",,https://www.truecar.com/used-cars-for-sale/listing/5J8YD4H50HL000400/2017-acura-mdx/,5J8YD4H50HL000400,2017
,,Black,,Black,"Rockford, IL",Lexus,"132,199",ES,4dr Sedan,,2007 Lexus ES 350,"$5,995",,https://www.truecar.com/used-cars-for-sale/listing/JTHBJ46G472083169/2007-lexus-es-350/,JTHBJ46G472083169,2007
,,Black,,Beige,"Madison, WI",Lexus,"157,964",ES,4dr Sedan,,2002 Lexus ES 300,"$4,999",,https://www.truecar.com/used-cars-for-sale/listing/JTHBF30G225031339/2002-lexus-es-300/,JTHBF30G225031339,2002
,,Gray,,Black,"Oconomowoc, WI",Lexus,"61,951",ES,Sedan,,2014 Lexus ES 350,"$20,498",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1GG8E2120893/2014-lexus-es-350/,JTHBK1GG8E2120893,2014
,,Boston Red Metallic,,Gray,"Rockford, IL",Hyundai,"26,635",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,472",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE3HU176563/2017-hyundai-accent/?zipcode=61109,KMHCT4AE3HU176563,2017
,,Gray,,Black,"Oregon, IL",Hyundai,"43,141",Sonata,2.4L SE,,2016 Hyundai Sonata,"$15,648",,https://www.truecar.com/used-cars-for-sale/listing/5NPE24AF6GH412155/2016-hyundai-sonata/,5NPE24AF6GH412155,2016
,,Triathlon Gray Metallic,,Gray,"Rockford, IL",Hyundai,"23,099",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE8HU217821/2017-hyundai-accent/?zipcode=61109,KMHCT4AE8HU217821,2017
,,Fathom Blue Pearl,,Graystone,"Hoffman Estates, IL",Acura,"5,302",MDX,SH-AWD with Advance and Entertainment,,2016 Acura MDX,"$42,999",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H9XGB060556/2016-acura-mdx/,5FRYD4H9XGB060556,2016
,,Crystal Black Pearl,,Ebony,"Palatine, IL",Acura,"8,993",MDX,AWD with Advance and Entertainment Package,,2015 Acura MDX,"$40,998",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H83FB006036/2015-acura-mdx/,5FRYD4H83FB006036,2015
,,White,,,"Rockford, IL",Lexus,"84,599",ES,4dr Sedan,,2012 Lexus ES 350,"$16,000",,https://www.truecar.com/used-cars-for-sale/listing/JTHBK1EG6C2485377/2012-lexus-es-350/,JTHBK1EG6C2485377,2012
,,Black,,,"Madison, WI",Lexus,"98,238",GS,4dr Sedan AWD,,2006 Lexus GS 300,"$11,465",,https://www.truecar.com/used-cars-for-sale/listing/JTHCH96S860009264/2006-lexus-gs-300/,JTHCH96S860009264,2006
,,White Gold Crystal,,Black,"Loves Park, IL",Lexus,"113,659",RX,4dr SUV 4WD,,2001 Lexus RX 300,"$6,597",,https://www.truecar.com/used-cars-for-sale/listing/JTJHF10U710171255/2001-lexus-rx-300/,JTJHF10U710171255,2001
,,Century White,,Gray,"Brookfield, WI",Hyundai,"23,824",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AE9HU217360/2017-hyundai-accent/?zipcode=53005,KMHCT4AE9HU217360,2017
,,Boston Red Metallic,,Gray,"Rockford, IL",Hyundai,"23,181",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$11,772",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AEXHU235365/2017-hyundai-accent/?zipcode=61109,KMHCT4AEXHU235365,2017
,,Windy Sea Blue,,Gray,"Gurnee, IL",Hyundai,"43,345",Elantra,4dr Sedan Auto Limited (Ulsan Plant),,2014 Hyundai Elantra,"$12,250",,https://www.truecar.com/used-cars-for-sale/listing/KMHDH4AE5EU101154/2014-hyundai-elantra/,KMHDH4AE5EU101154,2014
,,Graphite Luster Metallic,,Ebony,"Palatine, IL",Acura,"10,859",TLX,SH-AWD V6 with Technology Package,,2015 Acura TLX,"$32,995",,https://www.truecar.com/used-cars-for-sale/listing/19UUB3F51FA004756/2015-acura-tlx/,19UUB3F51FA004756,2015
,,Crystal Black Pearl,,Ebony,"Palatine, IL",Acura,"13,145",MDX,SH-AWD with Technology,,2017 Acura MDX,"$42,198",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H51HB017044/2017-acura-mdx/,5FRYD4H51HB017044,2017
,,Crystal Black Pearl,,Ebony,"Arlington Heights, IL",Acura,"24,822",MDX,Base,,2013 Acura MDX,"$29,954",,https://www.truecar.com/used-cars-for-sale/listing/2HNYD2H26DH507683/2013-acura-mdx/,2HNYD2H26DH507683,2013
,,Tan,,,"Middleton, WI",Lexus,"98,472",RX,AWD 4dr,,2008 Lexus RX 350,"$13,200",,https://www.truecar.com/used-cars-for-sale/listing/2T2HK31U18C078820/2008-lexus-rx-350/,2T2HK31U18C078820,2008
,,Classic Silver,,Light Gray,"Madison, WI",Lexus,"107,046",RX,AWD 4dr,,2009 Lexus RX 350,"$14,599",,https://www.truecar.com/used-cars-for-sale/listing/2T2HK31U09C129967/2009-lexus-rx-350/,2T2HK31U09C129967,2009
,,Silver,,,"Madison, WI",Lexus,"97,135",RX,AWD 4dr,,2009 Lexus RX 350,"$14,995",,https://www.truecar.com/used-cars-for-sale/listing/2T2HK31U09C116975/2009-lexus-rx-350/,2T2HK31U09C116975,2009
,,Blue,,Gray,"Algonquin, IL",Hyundai,"90,375",Sonata,4dr Sedan 2.4L Auto Ltd,,2011 Hyundai Sonata,"$9,299",,https://www.truecar.com/used-cars-for-sale/listing/5NPEC4AC6BH165375/2011-hyundai-sonata/,5NPEC4AC6BH165375,2011
,,Triathlon Gray Metallic,,Gray,"Rockford, IL",Hyundai,"37,809",Accent,SE Sedan Automatic,,2017 Hyundai Accent,"$10,572",,https://www.truecar.com/used-cars-for-sale/listing/KMHCT4AEXHU167598/2017-hyundai-accent/?zipcode=61109,KMHCT4AEXHU167598,2017
,,Shimmering Silver,,Gray,"Schaumburg, IL",Hyundai,"34,612",Elantra,Sport Automatic,,2015 Hyundai Elantra,"$13,500",,https://www.truecar.com/used-cars-for-sale/listing/KMHDH4AH2FU342519/2015-hyundai-elantra/,KMHDH4AH2FU342519,2015
,,White Diamond Pearl,,,"Palatine, IL",Acura,"18,109",MDX,SH-AWD with Advance and Entertainment,,2016 Acura MDX,"$41,198",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H99GB052822/2016-acura-mdx/,5FRYD4H99GB052822,2016
,,Aspen White Pearl,,Parchment,"Palatine, IL",Acura,"85,558",MDX,AWD 4dr Tech Pkg,,2011 Acura MDX,"$21,698",,https://www.truecar.com/used-cars-for-sale/listing/2HNYD2H67BH527974/2011-acura-mdx/,2HNYD2H67BH527974,2011
,,Modern Steel Metallic,,Graystone,"Palatine, IL",Acura,"15,765",MDX,SH-AWD with Technology,,2017 Acura MDX,"$42,998",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H53HB028336/2017-acura-mdx/,5FRYD4H53HB028336,2017
,,Starfire Pearl,,Parchment,"Madison, WI",Lexus,"92,666",RX,AWD 4dr,,2011 Lexus RX 350,"$17,735",,https://www.truecar.com/used-cars-for-sale/listing/2T2BK1BA9BC093412/2011-lexus-rx-350/,2T2BK1BA9BC093412,2011
,,Crystal White,,Ivory,"Madison, WI",Lexus,"149,872",RX,AWD 4dr Hybrid,,2007 Lexus RX 400h,"$9,990",,https://www.truecar.com/used-cars-for-sale/listing/JTJHW31U672026506/2007-lexus-rx-400h/,JTJHW31U672026506,2007
,,Ultra White,,,"Rockford, IL",Lexus,"27,991",IS,Sedan AWD,,2014 Lexus IS 250,"$27,750",,https://www.truecar.com/used-cars-for-sale/listing/JTHCF1D26E5014040/2014-lexus-is-250/,JTHCF1D26E5014040,2014
,,Silver,,Gray,"Waukegan, IL",Hyundai,"46,492",Elantra,SE Automatic,,2016 Hyundai Elantra,"$12,995",,https://www.truecar.com/used-cars-for-sale/listing/5NPDH4AE4GH719230/2016-hyundai-elantra/,5NPDH4AE4GH719230,2016
,,Modern Steel Metallic,,Graystone,"Palatine, IL",Acura,"14,032",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,198",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H57HB017498/2017-acura-mdx/,5FRYD4H57HB017498,2017
,,White Diamond Pearl,,,"Palatine, IL",Acura,"16,828",MDX,SH-AWD with Technology,,2017 Acura MDX,"$42,998",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H53HB012881/2017-acura-mdx/,5FRYD4H53HB012881,2017
,,Lunar Silver Metallic,,,"Palatine, IL",Acura,"15,075",MDX,SH-AWD with Technology,,2017 Acura MDX,"$43,398",,https://www.truecar.com/used-cars-for-sale/listing/5FRYD4H5XHB020881/2017-acura-mdx/,5FRYD4H5XHB020881,2017
,,White,,Black,"Rockford, IL",Lexus,"86,772",IS,IS 350 AWD,,2013 Lexus IS 350,"$18,495",,https://www.truecar.com/used-cars-for-sale/listing/JTHCE5C24D5003127/2013-lexus-is-350/,JTHCE5C24D5003127,2013
,,White,,Black,"MADISON, WI",Lexus,"46,389",IS,Sedan,,2014 Lexus IS 350,"$25,997",,https://www.truecar.com/used-cars-for-sale/listing/JTHBE1D2XE5001984/2014-lexus-is-350/,JTHBE1D2XE5001984,2014
,,White,,Tan,"Madison, WI",Lexus,"153,245",ES,4dr Sedan,,1999 Lexus ES 300 Luxury Sport Sedan,"$4,500",,https://www.truecar.com/used-cars-for-sale/listing/JT8BF28G9X0210996/1999-lexus-es-300-luxury-sport-sedan/,JT8BF28G9X0210996,1999
,,Starfire Pearl,,Red,"Highland Park, IL",Lexus,"53,061",IS,Convertible,,2013 Lexus IS 250C,"$30,990",,https://www.truecar.com/used-cars-for-sale/listing/JTHFF2C25D2528322/2013-lexus-is-250c/,JTHFF2C25D2528322,2013
,,White Diamond Pearl,,Ebony,"Middleton, WI",Acura,"6,970",MDX,SH-AWD with Technology,,2017 Acura MDX,"$44,995",,https://www.truecar.com/used-cars-for-sale/listing/5J8YD4H51HL000261/2017-acura-mdx/,5J8YD4H51HL000261,2017
,,White Diamond Pearl,,Parchment,"Hoffman Estates, IL",Acura,"3,663",RDX,AWD with Technology Package,,2018 Acura RDX,"$36,939",,https://www.truecar.com/used-cars-for-sale/listing/5J8TB4H52JL004888/2018-acura-rdx/,5J8TB4H52JL004888,2018
,,Millennium Silver Metallic,,,"Rockford, IL",Lexus,"164,857",RX,AWD 4dr,,2008 Lexus RX 350,"$10,000",,https://www.truecar.com/used-cars-for-sale/listing/2T2HK31U28C088949/2008-lexus-rx-350/,2T2HK31U28C088949,2008
,,Starfire Pearl,,Parchment,"Arlington Heights, IL",Lexus,"31,665",ES,Hybrid,,2015 Lexus ES 300h,"$30,495",,https://www.truecar.com/used-cars-for-sale/listing/JTHBW1GG2F2080929/2015-lexus-es-300h/,JTHBW1GG2F2080929,2015
,,Obsidian,,Flaxen,"Schaumburg, IL",Lexus,"14,917",IS,Sedan AWD,,2016 Lexus IS 300,"$33,795",,https://www.truecar.com/used-cars-for-sale/listing/JTHCM1D29G5010363/2016-lexus-is-300/,JTHCM1D29G5010363,2016
,,,,,"Gurnee, IL",Lexus,"56,667",GS,GS 350 AWD,,2013 Lexus GS 350,"$24,788",,https://www.truecar.com/used-cars-for-sale/listing/JTHCE1BLXD5018329/2013-lexus-gs-350/,JTHCE1BLXD5018329,2013
,,Titanium Gray,,Black,"Waukegan, IL",Kia,"33,058",Soul,Automatic,,2015 Kia Soul,"$12,799",,https://www.truecar.com/used-cars-for-sale/listing/KNDJN2A25F7138036/2015-kia-soul/,KNDJN2A25F7138036,2015
,,Black,,Light Gray,"Schaumburg, IL",Lexus,"67,153",RX,AWD,,2013 Lexus RX 350,"$25,777",,https://www.truecar.com/used-cars-for-sale/listing/2T2BK1BA9DC155829/2013-lexus-rx-350/,2T2BK1BA9DC155829,2013
,,Deep Sea Mica,,Flaxen,"Highland Park, IL",Lexus,"56,168",IS,Sedan AWD,,2014 Lexus IS 350,"$27,690",,https://www.truecar.com/used-cars-for-sale/listing/JTHCE1D28E5005133/2014-lexus-is-350/,JTHCE1D28E5005133,2014
,,Nebula Gray Pearl,,Black,"Barrington, IL",Lexus,"26,527",RX,AWD,,2015 Lexus RX 350,"$30,988",,https://www.truecar.com/used-cars-for-sale/listing/2T2BK1BA2FC314631/2015-lexus-rx-350/,2T2BK1BA2FC314631,2015
,,Remington Red Metallic,,Black,"Antioch, IL",Kia,"59,061",Sorento,LX 4-cyl 2WD,,2015 Kia Sorento,"$14,989",,https://www.truecar.com/used-cars-for-sale/listing/5XYKT3A69FG597219/2015-kia-sorento/,5XYKT3A69FG597219,2015
,,Gray,,Black,"Palatine, IL",Kia,"35,690",Sportage,EX AWD,,2014 Kia Sportage,"$17,000",,https://www.truecar.com/used-cars-for-sale/listing/KNDPCCAC8E7562100/2014-kia-sportage/,KNDPCCAC8E7562100,2014
,,Clear White,,Black,"Libertyville, IL",Kia,"52,379",Soul,Automatic !,,2013 Kia Soul,"$8,995",,https://www.truecar.com/used-cars-for-sale/listing/KNDJT2A62D7535497/2013-kia-soul/,KNDJT2A62D7535497,2013
,,Deep Sea Mica,,Brown,"Brookfield, WI",Lexus,"60,506",RX,AWD,,2015 Lexus RX 350,"$29,000",,https://www.truecar.com/used-cars-for-sale/listing/2T2BK1BA6FC253686/2015-lexus-rx-350/,2T2BK1BA6FC253686,2015
,,White,,Black/Garnet,"Schaumburg, IL",Lexus,"16,060",IS,Sedan AWD,,2015 Lexus IS 250,"$34,977",,https://www.truecar.com/used-cars-for-sale/listing/JTHCF1D24F5023627/2015-lexus-is-250/,JTHCF1D24F5023627,2015
,,Silver,,Satin Black,"Oconomowoc, WI",Kia,"27,172",Sorento,LX V6 AWD,,2017 Kia Sorento,"$20,823",,https://www.truecar.com/used-cars-for-sale/listing/5XYPGDA54HG288087/2017-kia-sorento/,5XYPGDA54HG288087,2017
